time_stamp	px_state	py_state	v_state	yaw_angle_state	yaw_rate_state	sensor_type	NIS	px_measured	py_measured	px_ground_truth	py_ground_truth	vx_ground_truth	vy_ground_truth
1477010461600000	-24.6073	-6.31874	4.77821	2.24698	-0.585794	lidar	5.65109	-24.3008	-6.43799	-24.6612	-6.35538	-3.0418	3.71347
1477010461650000	-24.7487	-6.12745	4.77664	2.2162	-0.586234	radar	0.318271	-24.6108	-6.00878	-24.8107	-6.16764	-2.93846	3.79553
1477010461700000	-24.9264	-5.93393	4.80399	2.19696	-0.572679	lidar	2.51499	-25.146	-5.91902	-24.955	-5.97587	-2.83295	3.87484
1477010461750000	-25.0571	-5.72959	4.80555	2.1674	-0.567984	radar	1.858	-24.8975	-5.02285	-25.094	-5.7802	-2.72537	3.95132
1477010461800000	-25.1911	-5.55444	4.78557	2.14624	-0.561617	lidar	0.455603	-25.1941	-5.64372	-25.2276	-5.58079	-2.61581	4.02492
1477010461850000	-25.3449	-5.369	4.78838	2.14298	-0.512152	radar	1.31831	-25.5328	-5.4399	-25.3556	-5.37777	-2.50435	4.09557
1477010461900000	-25.4858	-5.15356	4.80844	2.1185	-0.509304	lidar	0.522514	-25.5713	-5.10241	-25.4779	-5.1713	-2.39109	4.16322
1477010461950000	-25.6194	-4.97178	4.79315	2.11674	-0.459278	radar	6.35765	-25.0178	-6.55904	-25.5946	-4.96152	-2.27613	4.22781
1477010462000000	-25.736	-4.79384	4.76449	2.09863	-0.455972	lidar	0.716973	-25.6952	-4.89995	-25.7055	-4.7486	-2.15956	4.2893
1477010462050000	-25.8564	-4.58765	4.76558	2.08068	-0.443986	radar	0.175799	-25.8162	-4.40681	-25.8105	-4.53268	-2.04149	4.34764
1477010462100000	-25.9661	-4.35457	4.7854	2.05188	-0.450041	lidar	0.449858	-25.9516	-4.26659	-25.9096	-4.31392	-1.92202	4.40279
1477010462150000	-26.0735	-4.13473	4.79115	2.00397	-0.519296	radar	11.1793	-26.8953	-4.43966	-26.0027	-4.0925	-1.80125	4.45471
1477010462200000	-26.1602	-3.86541	4.83368	1.96405	-0.532151	lidar	2.09047	-26.1198	-3.67723	-26.0897	-3.86856	-1.67928	4.50337
1477010462250000	-26.2331	-3.63072	4.83689	1.90953	-0.598496	radar	3.48289	-26.5652	-3.85723	-26.1706	-3.64227	-1.55623	4.54875
1477010462300000	-26.2601	-3.36583	4.84769	1.85639	-0.623371	lidar	4.46438	-25.9974	-3.24722	-26.2453	-3.41381	-1.4322	4.59081
1477010462350000	-26.3095	-3.12475	4.85007	1.80987	-0.655741	radar	0.415637	-26.2976	-3.01078	-26.3138	-3.18332	-1.30729	4.62954
1477010462400000	-26.3337	-2.88432	4.84166	1.76634	-0.668156	lidar	1.34158	-26.1741	-2.87885	-26.376	-2.95098	-1.18162	4.66493
1477010462450000	-26.3931	-2.65738	4.83527	1.74596	-0.644245	radar	1.45846	-26.4681	-3.44967	-26.4319	-2.71697	-1.05529	4.69696
1477010462500000	-26.4722	-2.48401	4.78324	1.73612	-0.624574	lidar	5.793	-26.674	-2.73852	-26.4815	-2.48143	-0.928411	4.72562
1477010462550000	-26.5284	-2.2488	4.78639	1.7224	-0.587239	radar	1.06474	-26.657	-1.72382	-26.5247	-2.24456	-0.80109	4.75091
1477010462600000	-26.5793	-2.04409	4.75837	1.70277	-0.579053	lidar	1.35892	-26.6691	-2.17333	-26.5616	-2.0065	-0.673434	4.77284
1477010462650000	-26.6109	-1.80604	4.75877	1.68549	-0.547358	radar	1.99972	-26.3248	-1.32261	-26.5921	-1.76744	-0.545553	4.79141
1477010462700000	-26.6081	-1.56116	4.76058	1.6477	-0.55857	lidar	1.09949	-26.4671	-1.53207	-26.6161	-1.52753	-0.417552	4.80664
1477010462750000	-26.6049	-1.32774	4.7548	1.60384	-0.593576	radar	1.70005	-26.4998	-2.19526	-26.6338	-1.28695	-0.289538	4.81852
1477010462800000	-26.608	-1.10022	4.74378	1.5743	-0.594245	lidar	0.102851	-26.5998	-1.14277	-26.6451	-1.04586	-0.161616	4.8271
1477010462850000	-26.6379	-0.871521	4.73943	1.56064	-0.570768	radar	5.21023	-27.2008	-1.67679	-26.65	-0.804425	-0.0338883	4.83238
1477010462900000	-26.6483	-0.627663	4.74968	1.5379	-0.563677	lidar	0.456846	-26.7355	-0.59539	-26.6485	-0.562811	0.0935412	4.83439
1477010462950000	-26.6352	-0.387294	4.75665	1.49846	-0.594291	radar	2.20091	-26.9891	0.0351487	-26.6406	-0.321181	0.220572	4.83317
1477010463000000	-26.5887	-0.110184	4.79816	1.45839	-0.60272	lidar	2.54023	-26.4553	0.0602653	-26.6264	-0.0796947	0.347104	4.82874
1477010463050000	-26.5695	0.127279	4.80002	1.42904	-0.60802	radar	2.7457	-26.9537	0.136943	-26.6059	0.161489	0.473041	4.82116
1477010463100000	-26.5459	0.404476	4.8448	1.40413	-0.598848	lidar	1.90355	-26.6201	0.57588	-26.5792	0.402213	0.598287	4.81045
1477010463150000	-26.5344	0.642045	4.83982	1.39761	-0.553089	radar	1.7643	-26.8241	0.381506	-26.5462	0.642323	0.722748	4.79667
1477010463200000	-26.5279	0.914464	4.87758	1.38526	-0.53382	lidar	3.32621	-26.7293	1.06082	-26.5069	0.881666	0.846334	4.77986
1477010463250000	-26.4906	1.16714	4.88532	1.38078	-0.47694	radar	7.11882	-25.9562	2.60409	-26.4616	1.12009	0.968955	4.76007
1477010463300000	-26.4348	1.40921	4.88893	1.35454	-0.479322	lidar	0.0781657	-26.3986	1.42212	-26.4101	1.35745	1.09053	4.73737
1477010463350000	-26.3956	1.63281	4.86914	1.343	-0.453723	radar	8.04974	-26.5072	-0.563928	-26.3526	1.59361	1.21096	4.71181
1477010463400000	-26.3412	1.85469	4.85297	1.32069	-0.454174	lidar	0.225438	-26.3594	1.79315	-26.2891	1.82841	1.33018	4.68345
1477010463450000	-26.2725	2.08544	4.85185	1.2905	-0.471644	radar	0.277323	-26.3475	1.82827	-26.2197	2.06173	1.44811	4.65235
1477010463500000	-26.2098	2.29228	4.82324	1.26777	-0.472104	lidar	0.7195	-26.2502	2.18481	-26.1444	2.29342	1.56467	4.61859
1477010463550000	-26.1469	2.52263	4.81868	1.25802	-0.439829	radar	0.672625	-26.069	2.27896	-26.0633	2.52336	1.67979	4.58223
1477010463600000	-26.0695	2.76167	4.83051	1.23664	-0.438603	lidar	0.11458	-26.0641	2.80701	-25.9765	2.75141	1.79339	4.54334
1477010463650000	-25.9734	2.98316	4.8347	1.19099	-0.497092	radar	3.03598	-26.3234	3.02388	-25.8841	2.97746	1.90543	4.502
1477010463700000	-25.8745	3.24751	4.88038	1.16788	-0.493093	lidar	1.72153	-25.8345	3.42005	-25.7861	3.20139	2.01582	4.45828
1477010463750000	-25.7918	3.47503	4.88195	1.14765	-0.491197	radar	2.13698	-26.1824	3.73376	-25.6826	3.42306	2.12452	4.41227
1477010463800000	-25.6852	3.68422	4.87024	1.12034	-0.49478	lidar	0.15188	-25.6666	3.63509	-25.5737	3.64239	2.23146	4.36404
1477010463850000	-25.568	3.89318	4.86492	1.08848	-0.508305	radar	1.11451	-25.5773	3.13316	-25.4596	3.85924	2.3366	4.31367
1477010463900000	-25.4984	4.08752	4.82984	1.07631	-0.495458	lidar	3.72616	-25.7492	3.99968	-25.3402	4.07353	2.43989	4.26125
1477010463950000	-25.3747	4.29202	4.8261	1.0468	-0.50355	radar	0.616089	-25.3516	3.75691	-25.2157	4.28514	2.54127	4.20686
1477010464000000	-25.2159	4.50368	4.84353	1.01012	-0.51541	lidar	2.0189	-25.0214	4.52803	-25.0863	4.49399	2.64071	4.15058
1477010464050000	-25.0654	4.70198	4.83979	0.987651	-0.49275	radar	8.97438	-24.2719	4.30917	-24.9518	4.69998	2.73817	4.09251
1477010464100000	-24.9461	4.89942	4.83032	0.968013	-0.487687	lidar	0.438007	-25.0363	4.88499	-24.8126	4.90303	2.83361	4.03273
1477010464150000	-24.7899	5.09102	4.8314	0.938118	-0.49159	radar	2.31517	-24.3609	4.95947	-24.6686	5.10304	2.92701	3.97132
1477010464200000	-24.6237	5.29696	4.8539	0.909148	-0.495296	lidar	0.919173	-24.5041	5.35293	-24.5201	5.29995	3.01833	3.90839
1477010464250000	-24.4518	5.47312	4.85799	0.863243	-0.539519	radar	0.918203	-24.4379	5.24592	-24.367	5.49367	3.10754	3.84401
1477010464300000	-24.2647	5.64518	4.86157	0.825447	-0.551423	lidar	1.22762	-24.1159	5.61152	-24.2095	5.68414	3.19464	3.77827
1477010464350000	-24.0983	5.80855	4.85376	0.788543	-0.574191	radar	3.14688	-24.5638	4.75836	-24.0477	5.8713	3.27959	3.71127
1477010464400000	-23.9232	5.97084	4.84788	0.757567	-0.577105	lidar	0.0446911	-23.9153	5.94377	-23.8818	6.05508	3.36239	3.64309
1477010464450000	-23.7788	6.16343	4.83306	0.773156	-0.479974	radar	4.86206	-23.5491	6.44495	-23.7117	6.23542	3.44302	3.57383
1477010464500000	-23.6101	6.32198	4.82216	0.748862	-0.480984	lidar	0.124468	-23.6471	6.29102	-23.5377	6.41227	3.52148	3.50357
1477010464550000	-23.4599	6.50246	4.81279	0.749321	-0.434016	radar	1.80858	-23.7544	6.53746	-23.3598	6.58559	3.59775	3.4324
1477010464600000	-23.2435	6.70531	4.87333	0.727824	-0.430451	lidar	4.19984	-23.0099	6.86182	-23.1781	6.75533	3.67185	3.36041
1477010464650000	-23.0467	6.85005	4.86533	0.70297	-0.426316	radar	5.52055	-22.7862	5.74143	-22.9928	6.92146	3.74376	3.28768
1477010464700000	-22.8365	7.01692	4.89079	0.678598	-0.428543	lidar	1.09862	-22.6991	7.063	-22.804	7.08393	3.8135	3.21431
1477010464750000	-22.6245	7.14995	4.89416	0.640089	-0.458499	radar	1.59378	-22.418	6.76159	-22.6117	7.24273	3.88106	3.14038
1477010464800000	-22.4387	7.29897	4.88998	0.621877	-0.453372	lidar	0.268142	-22.5083	7.31524	-22.4161	7.39782	3.94647	3.06598
1477010464850000	-22.2116	7.41771	4.90794	0.566743	-0.522451	radar	2.6927	-22.0543	7.85452	-22.2173	7.54917	4.00974	2.99118
1477010464900000	-22.0311	7.58092	4.91387	0.558355	-0.502071	lidar	2.14301	-22.1947	7.69478	-22.0154	7.69679	4.07087	2.91607
1477010464950000	-21.8481	7.75085	4.91246	0.56872	-0.435053	radar	5.74865	-21.6178	9.0351	-21.8105	7.84064	4.12989	2.84074
1477010465000000	-21.6411	7.89448	4.9218	0.551742	-0.42913	lidar	0.121799	-21.6473	7.94	-21.6026	7.98072	4.18681	2.76526
1477010465050000	-21.4489	8.03202	4.91095	0.543238	-0.406142	radar	1.54931	-21.8637	7.78661	-21.392	8.11703	4.24166	2.68971
1477010465100000	-21.2157	8.08097	4.87388	0.492488	-0.442612	lidar	4.46968	-21.0853	7.83229	-21.1787	8.24957	4.29447	2.61417
1477010465150000	-21.0233	8.24199	4.86885	0.51415	-0.354501	radar	6.23937	-20.5503	9.28616	-20.9628	8.37833	4.34526	2.53871
1477010465200000	-20.8445	8.39505	4.86499	0.516075	-0.331915	lidar	2.99104	-21.0519	8.50983	-20.7444	8.50333	4.39406	2.46341
1477010465250000	-20.6054	8.49974	4.88809	0.476651	-0.378356	radar	4.50252	-19.9265	9.40847	-20.5237	8.62457	4.4409	2.38835
1477010465300000	-20.3621	8.62904	4.92244	0.459299	-0.375412	lidar	1.41135	-20.21	8.68914	-20.3006	8.74206	4.48582	2.31358
1477010465350000	-20.1614	8.76536	4.91087	0.470489	-0.315428	radar	1.6478	-20.2277	8.8532	-20.0753	8.85583	4.52884	2.23919
1477010465400000	-19.9591	8.8725	4.89444	0.45725	-0.313004	lidar	0.563435	-20.0633	8.86724	-19.848	8.96589	4.57001	2.16524
1477010465450000	-19.7562	8.99953	4.8823	0.46525	-0.26461	radar	1.25437	-19.9264	8.78179	-19.6186	9.07227	4.60937	2.09179
1477010465500000	-19.5311	9.07442	4.86734	0.438822	-0.28011	lidar	0.777937	-19.4861	8.96665	-19.3873	9.17499	4.64694	2.01891
1477010465550000	-19.293	9.17793	4.88851	0.41619	-0.299618	radar	4.41908	-18.5719	10.2069	-19.1542	9.27409	4.68278	1.94666
1477010465600000	-19.0143	9.25857	4.92766	0.385248	-0.317069	lidar	6.07004	-18.6786	9.19191	-18.9193	9.36959	4.71692	1.8751
1477010465650000	-18.7947	9.34496	4.91901	0.366746	-0.324792	radar	1.68155	-19.2825	8.98189	-18.6827	9.46154	4.7494	1.80429
1477010465700000	-18.5443	9.44162	4.9435	0.350932	-0.3237	lidar	0.794467	-18.4242	9.46852	-18.4446	9.54996	4.78028	1.73429
1477010465750000	-18.2807	9.46641	4.95657	0.287719	-0.410914	radar	6.02824	-18.1634	8.72444	-18.2049	9.63492	4.80959	1.66514
1477010465800000	-18.0019	9.58359	5.02105	0.279764	-0.394429	lidar	3.92327	-17.7736	9.72478	-17.9639	9.71643	4.83737	1.59691
1477010465850000	-17.759	9.67216	5.02184	0.280491	-0.3501	radar	2.89134	-17.2296	9.97767	-17.7214	9.79457	4.86368	1.52964
1477010465900000	-17.4905	9.77682	5.06609	0.273896	-0.335845	lidar	1.7907	-17.3436	9.88109	-17.4777	9.86936	4.88856	1.46338
1477010465950000	-17.2457	9.84824	5.07104	0.256904	-0.339414	radar	0.521638	-17.1554	10.212	-17.2328	9.94087	4.91205	1.39818
1477010466000000	-16.9798	9.97007	5.11863	0.260929	-0.313394	lidar	2.2837	-16.8876	10.145	-16.9868	10.0091	4.93421	1.33408
1477010466050000	-16.7281	10.0314	5.12255	0.242432	-0.31868	radar	0.127559	-16.5958	10.1078	-16.7396	10.0743	4.95507	1.27113
1477010466100000	-16.4798	10.1436	5.14524	0.247353	-0.293853	lidar	1.66239	-16.5153	10.3091	-16.4915	10.1362	4.97469	1.20937
1477010466150000	-16.2269	10.2053	5.15249	0.228266	-0.305993	radar	0.668795	-16.09	10.5824	-16.2424	10.1952	4.99311	1.14883
1477010466200000	-15.9819	10.2422	5.13825	0.205932	-0.314443	lidar	0.231452	-16.006	10.1843	-15.9924	10.2511	5.01039	1.08956
1477010466250000	-15.7347	10.3068	5.13487	0.201407	-0.292772	radar	0.245569	-15.7234	10.41	-15.7416	10.3041	5.02655	1.03159
1477010466300000	-15.4997	10.3139	5.10142	0.171571	-0.311141	lidar	1.18162	-15.5699	10.1904	-15.4899	10.3543	5.04166	0.974957
1477010466350000	-15.2147	10.3248	5.13953	0.12391	-0.376224	radar	8.17319	-14.2385	10.9109	-15.2376	10.4016	5.05576	0.919692
1477010466400000	-14.953	10.3834	5.15682	0.116273	-0.362721	lidar	0.482525	-14.9365	10.4722	-14.9846	10.4462	5.06889	0.865828
1477010466450000	-14.7043	10.4255	5.13421	0.124332	-0.299021	radar	6.45873	-14.724	9.63507	-14.7309	10.4882	5.0811	0.813394
1477010466500000	-14.4508	10.3998	5.11483	0.0868465	-0.326224	lidar	1.92092	-14.4088	10.222	-14.4766	10.5276	5.09243	0.762418
1477010466550000	-14.1907	10.426	5.11904	0.0758542	-0.314487	radar	0.652759	-13.9005	10.5238	-14.2218	10.5645	5.10293	0.712926
1477010466600000	-13.8996	10.5688	5.19268	0.109932	-0.25293	lidar	8.67975	-13.8049	10.9383	-13.9665	10.5989	5.11263	0.664944
1477010466650000	-13.6429	10.6339	5.18804	0.12898	-0.189205	radar	2.04781	-13.3956	10.7857	-13.7107	10.631	5.12159	0.618496
1477010466700000	-13.3853	10.6395	5.18126	0.108625	-0.202218	lidar	0.486253	-13.3556	10.5517	-13.4545	10.6608	5.12983	0.573603
1477010466750000	-13.1228	10.664	5.18793	0.0948825	-0.210443	radar	0.281649	-12.9374	10.8137	-13.1979	10.6884	5.13741	0.530288
1477010466800000	-12.8676	10.7605	5.20418	0.114095	-0.175439	lidar	3.95921	-12.9591	11.0099	-12.9409	10.7138	5.14436	0.48857
1477010466850000	-12.6041	10.8108	5.21229	0.117687	-0.154618	radar	1.41767	-12.2518	11.2495	-12.6836	10.7373	5.15071	0.448467
1477010466900000	-12.3574	10.7858	5.18575	0.0887746	-0.17927	lidar	1.83289	-12.3713	10.6091	-12.426	10.7587	5.15651	0.409997
1477010466950000	-12.0981	10.8261	5.18574	0.0945496	-0.149623	radar	0.540799	-11.9352	10.9161	-12.1681	10.7783	5.16179	0.373177
1477010467000000	-11.8491	10.892	5.18675	0.104231	-0.129715	lidar	1.87912	-11.9451	11.0515	-11.91	10.7961	5.16658	0.338022
1477010467050000	-11.5748	10.9103	5.20337	0.0924566	-0.138334	radar	2.7871	-10.9703	10.9676	-11.6516	10.8121	5.17092	0.304546
1477010467100000	-11.337	10.9303	5.18025	0.0851743	-0.138679	lidar	0.730806	-11.4548	10.9407	-11.393	10.8265	5.17484	0.272761
1477010467150000	-11.0739	10.8574	5.18953	0.00322425	-0.289286	radar	9.9687	-11.3472	10.5111	-11.1342	10.8394	5.17836	0.242681
1477010467200000	-10.7874	10.826	5.21171	-0.0239449	-0.303763	lidar	2.88544	-10.6009	10.6823	-10.8753	10.8509	5.18153	0.214317
1477010467250000	-10.5312	10.8227	5.20715	-0.0357156	-0.297435	radar	0.156738	-10.6563	10.8369	-10.6161	10.8609	5.18435	0.187679
1477010467300000	-10.2915	10.8199	5.18719	-0.0469841	-0.293528	lidar	0.93299	-10.4142	10.8747	-10.3569	10.8697	5.18687	0.162776
1477010467350000	-10.037	10.8816	5.17049	-0.00272332	-0.176242	radar	6.72278	-9.90413	11.2255	-10.0976	10.8772	5.1891	0.139618
1477010467400000	-9.77874	10.9263	5.17808	0.00724031	-0.153739	lidar	1.89453	-9.83445	11.1032	-9.83809	10.8837	5.19106	0.118212
1477010467450000	-9.53803	10.9129	5.1549	-0.00392442	-0.154374	radar	4.09285	-10.195	10.3498	-9.57852	10.8891	5.19278	0.0985664
1477010467500000	-9.27992	10.9363	5.15944	-0.00152916	-0.142494	lidar	0.572887	-9.3066	11.0348	-9.31887	10.8936	5.19428	0.0806865
1477010467550000	-9.02755	10.9209	5.14832	-0.00955626	-0.135669	radar	2.74369	-9.2226	10.3527	-9.05915	10.8972	5.19557	0.0645787
1477010467600000	-8.76761	10.9488	5.15577	-0.00404208	-0.121414	lidar	0.846925	-8.78899	11.0707	-8.79937	10.9001	5.19667	0.050248
1477010467650000	-8.51956	10.91	5.13991	-0.0239931	-0.136227	radar	6.64224	-8.83914	10.0319	-8.53953	10.9023	5.19759	0.0376992
1477010467700000	-8.33007	10.8401	5.05866	-0.0553188	-0.16411	lidar	6.60443	-8.62045	10.6577	-8.27965	10.9039	5.19835	0.0269359
1477010467750000	-8.07398	10.8571	5.05978	-0.041193	-0.121899	radar	1.29954	-7.91543	11.1157	-8.01974	10.905	5.19896	0.0179617
1477010467800000	-7.76631	10.8879	5.1247	-0.0304658	-0.102435	lidar	4.0793	-7.51971	11.0005	-7.75979	10.9057	5.19942	0.0107791
1477010467850000	-7.50264	10.8899	5.12805	-0.0207631	-0.0673392	radar	1.94234	-7.25987	10.6458	-7.49981	10.9061	5.19975	0.00539029
1477010467900000	-7.23402	10.8738	5.14051	-0.0281399	-0.0720215	lidar	0.49214	-7.15631	10.815	-7.23983	10.9063	5.19994	0.00179692
1477010467950000	-6.98847	10.9114	5.12325	0.00426181	0.000533147	radar	3.59125	-7.39396	11.0181	-6.97983	10.9064	5.2	-7.84874e-15
